"time_period","scalar_lvst_carrying_capacity","TransformationName","pij_lndu_grasslands_to_croplands","pij_lndu_grasslands_to_forests_mangroves","pij_lndu_grasslands_to_forests_primary","pij_lndu_grasslands_to_forests_secondary","pij_lndu_grasslands_to_grasslands","pij_lndu_grasslands_to_other","pij_lndu_grasslands_to_settlements","pij_lndu_grasslands_to_wetlands","pij_lndu_forests_secondary_to_grasslands","pij_lndu_forests_secondary_to_croplands","Nation"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"haiti"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"haiti"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"haiti"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"haiti"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"haiti"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"haiti"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"haiti"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"haiti"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"haiti"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"haiti"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"haiti"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"haiti"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"haiti"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"haiti"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"haiti"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"haiti"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"haiti"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"haiti"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"haiti"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"haiti"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"haiti"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"haiti"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"haiti"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"haiti"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"haiti"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"haiti"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"haiti"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"honduras"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"honduras"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"honduras"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"honduras"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"honduras"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"honduras"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"honduras"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"honduras"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"honduras"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"honduras"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"honduras"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"honduras"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"honduras"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"honduras"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"honduras"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"honduras"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"honduras"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"honduras"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"honduras"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"honduras"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"honduras"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"honduras"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"honduras"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"honduras"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"honduras"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"honduras"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"honduras"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"honduras"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"honduras"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"honduras"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"honduras"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"honduras"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"honduras"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"honduras"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"honduras"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"honduras"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"honduras"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"jamaica"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"jamaica"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"jamaica"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"jamaica"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"jamaica"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"jamaica"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"jamaica"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"jamaica"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"jamaica"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"jamaica"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"jamaica"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"jamaica"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"jamaica"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"jamaica"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"jamaica"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"jamaica"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"jamaica"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"jamaica"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"jamaica"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"jamaica"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"jamaica"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"jamaica"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"jamaica"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"jamaica"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"jamaica"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"jamaica"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"jamaica"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"jamaica"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"jamaica"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"jamaica"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"jamaica"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"jamaica"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"jamaica"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"jamaica"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"jamaica"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"jamaica"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"jamaica"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"mexico"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"mexico"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"mexico"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"mexico"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"mexico"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"mexico"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"mexico"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"mexico"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"mexico"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"mexico"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"mexico"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"mexico"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"mexico"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"mexico"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"mexico"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"mexico"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"mexico"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"mexico"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"mexico"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"mexico"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"mexico"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"mexico"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"mexico"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"mexico"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"mexico"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"mexico"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"mexico"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"mexico"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"mexico"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"mexico"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"mexico"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"mexico"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"mexico"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"mexico"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"mexico"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"mexico"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"mexico"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"nicaragua"
0,1,"full",1,1,1,1,1,1,1,1,1,1,"nicaragua"
1,1,"full",1,1,1,1,1,1,1,1,1,1,"nicaragua"
2,1,"full",1,1,1,1,1,1,1,1,1,1,"nicaragua"
3,1,"full",1,1,1,1,1,1,1,1,1,1,"nicaragua"
4,1,"full",1,1,1,1,1,1,1,1,1,1,"nicaragua"
5,1,"full",1,1,1,1,1,1,1,1,1,1,"nicaragua"
6,1,"full",1,1,1,1,1,1,1,1,1,1,"nicaragua"
7,1,"full",1,1,1,1,1,1,1,1,1,1,"nicaragua"
8,1,"full",1,1,1,1,1,1,1,1,1,1,"nicaragua"
9,1,"full",1,1,1,1,1,1,1,1,1,1,"nicaragua"
10,1.023076923,"full",1,1,1,4.807692308,1,1,1,1,0.961576923,0.961576923,"nicaragua"
11,1.046153846,"full",1,1,1,8.615384615,1,1,1,1,0.923153846,0.923153846,"nicaragua"
12,1.069230769,"full",1,1,1,12.42307692,1,1,1,1,0.884730769,0.884730769,"nicaragua"
13,1.092307692,"full",1,1,1,16.23076923,1,1,1,1,0.846307692,0.846307692,"nicaragua"
14,1.115384615,"full",1,1,1,20.03846154,1,1,1,1,0.807884615,0.807884615,"nicaragua"
15,1.138461538,"full",1,1,1,23.84615385,1,1,1,1,0.769461538,0.769461538,"nicaragua"
16,1.161538462,"full",1,1,1,27.65384615,1,1,1,1,0.731038462,0.731038462,"nicaragua"
17,1.184615385,"full",1,1,1,31.46153846,1,1,1,1,0.692615385,0.692615385,"nicaragua"
18,1.207692308,"full",1,1,1,35.26923077,1,1,1,1,0.654192308,0.654192308,"nicaragua"
19,1.230769231,"full",1,1,1,39.07692308,1,1,1,1,0.615769231,0.615769231,"nicaragua"
20,1.253846154,"full",1,1,1,42.88461538,1,1,1,1,0.577346154,0.577346154,"nicaragua"
21,1.276923077,"full",1,1,1,46.69230769,1,1,1,1,0.538923077,0.538923077,"nicaragua"
22,1.3,"full",1,1,1,50.5,1,1,1,1,0.5005,0.5005,"nicaragua"
23,1.323076923,"full",1,1,1,54.30769231,1,1,1,1,0.462076923,0.462076923,"nicaragua"
24,1.346153846,"full",1,1,1,58.11538462,1,1,1,1,0.423653846,0.423653846,"nicaragua"
25,1.369230769,"full",1,1,1,61.92307692,1,1,1,1,0.385230769,0.385230769,"nicaragua"
26,1.392307692,"full",1,1,1,65.73076923,1,1,1,1,0.346807692,0.346807692,"nicaragua"
27,1.415384615,"full",1,1,1,69.53846154,1,1,1,1,0.308384615,0.308384615,"nicaragua"
28,1.438461538,"full",1,1,1,73.34615385,1,1,1,1,0.269961538,0.269961538,"nicaragua"
29,1.461538462,"full",1,1,1,77.15384615,1,1,1,1,0.231538462,0.231538462,"nicaragua"
30,1.484615385,"full",1,1,1,80.96153846,1,1,1,1,0.193115385,0.193115385,"nicaragua"
31,1.507692308,"full",1,1,1,84.76923077,1,1,1,1,0.154692308,0.154692308,"nicaragua"
32,1.530769231,"full",1,1,1,88.57692308,1,1,1,1,0.116269231,0.116269231,"nicaragua"
33,1.553846154,"full",1,1,1,92.38461538,1,1,1,1,0.077846154,0.077846154,"nicaragua"
34,1.576923077,"full",1,1,1,96.19230769,1,1,1,1,0.039423077,0.039423077,"nicaragua"
35,1.6,"full",1,1,1,100,1,1,1,1,0.001,0.001,"nicaragua"
0,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
1,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
2,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
3,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
4,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
5,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
6,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
7,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
8,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
9,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
10,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
11,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
12,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
13,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
14,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
15,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
16,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
17,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
18,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
19,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
20,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
21,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
22,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
23,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
24,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
25,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
26,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
27,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
28,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
29,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
30,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
31,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
32,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
33,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
34,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
35,1,"none",1,1,1,1,1,1,1,1,1,1,"panama"
