"time_period","pij_lndu_croplands_to_croplands","pij_lndu_croplands_to_forests_secondary","TransformationName","pij_lndu_forests_secondary_to_croplands","pij_lndu_forests_secondary_to_forests_mangroves","pij_lndu_forests_secondary_to_forests_primary","pij_lndu_forests_secondary_to_forests_secondary","pij_lndu_forests_secondary_to_grasslands","pij_lndu_forests_secondary_to_other","pij_lndu_forests_secondary_to_settlements","pij_lndu_forests_secondary_to_wetlands","pij_lndu_croplands_to_grasslands","Nation"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"guyana"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"guyana"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"guyana"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"guyana"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"guyana"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"guyana"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"guyana"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"guyana"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"guyana"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"guyana"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"guyana"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"guyana"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"guyana"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"guyana"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"guyana"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"guyana"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"guyana"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"guyana"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"guyana"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"guyana"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"guyana"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"guyana"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"guyana"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"guyana"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"guyana"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"guyana"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"guyana"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"guyana"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"guyana"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"guyana"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"guyana"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"guyana"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"guyana"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"guyana"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"guyana"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"guyana"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"guyana"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"haiti"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"haiti"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"haiti"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"haiti"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"haiti"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"haiti"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"haiti"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"haiti"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"haiti"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"haiti"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"haiti"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"haiti"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"haiti"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"haiti"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"haiti"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"haiti"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"haiti"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"haiti"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"haiti"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"haiti"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"haiti"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"haiti"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"haiti"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"haiti"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"haiti"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"haiti"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"haiti"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"haiti"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"haiti"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"haiti"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"haiti"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"haiti"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"haiti"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"haiti"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"haiti"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"haiti"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"haiti"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"honduras"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"honduras"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"honduras"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"honduras"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"honduras"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"honduras"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"honduras"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"honduras"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"honduras"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"honduras"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"honduras"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"honduras"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"honduras"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"honduras"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"honduras"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"honduras"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"honduras"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"honduras"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"honduras"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"honduras"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"honduras"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"honduras"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"honduras"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"honduras"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"honduras"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"honduras"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"honduras"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"honduras"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"honduras"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"honduras"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"honduras"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"honduras"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"honduras"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"honduras"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"honduras"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"honduras"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"honduras"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"jamaica"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"jamaica"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"jamaica"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"jamaica"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"jamaica"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"jamaica"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"jamaica"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"jamaica"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"jamaica"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"jamaica"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"jamaica"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"jamaica"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"jamaica"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"jamaica"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"jamaica"
14,0.826923077,2.923076923,"full",0.809615385,1,1,1,0.809615385,0.809615385,0.809615385,1,0.809615385,"jamaica"
15,0.792307692,3.307692308,"full",0.771538462,1,1,1,0.771538462,0.771538462,0.771538462,1,0.771538462,"jamaica"
16,0.757692308,3.692307692,"full",0.733461538,1,1,1,0.733461538,0.733461538,0.733461538,1,0.733461538,"jamaica"
17,0.723076923,4.076923077,"full",0.695384615,1,1,1,0.695384615,0.695384615,0.695384615,1,0.695384615,"jamaica"
18,0.688461538,4.461538462,"full",0.657307692,1,1,1,0.657307692,0.657307692,0.657307692,1,0.657307692,"jamaica"
19,0.653846154,4.846153846,"full",0.619230769,1,1,1,0.619230769,0.619230769,0.619230769,1,0.619230769,"jamaica"
20,0.619230769,5.230769231,"full",0.581153846,1,1,1,0.581153846,0.581153846,0.581153846,1,0.581153846,"jamaica"
21,0.584615385,5.615384615,"full",0.543076923,1,1,1,0.543076923,0.543076923,0.543076923,1,0.543076923,"jamaica"
22,0.55,6,"full",0.505,1,1,1,0.505,0.505,0.505,1,0.505,"jamaica"
23,0.515384615,6.384615385,"full",0.466923077,1,1,1,0.466923077,0.466923077,0.466923077,1,0.466923077,"jamaica"
24,0.480769231,6.769230769,"full",0.428846154,1,1,1,0.428846154,0.428846154,0.428846154,1,0.428846154,"jamaica"
25,0.446153846,7.153846154,"full",0.390769231,1,1,1,0.390769231,0.390769231,0.390769231,1,0.390769231,"jamaica"
26,0.411538462,7.538461538,"full",0.352692308,1,1,1,0.352692308,0.352692308,0.352692308,1,0.352692308,"jamaica"
27,0.376923077,7.923076923,"full",0.314615385,1,1,1,0.314615385,0.314615385,0.314615385,1,0.314615385,"jamaica"
28,0.342307692,8.307692308,"full",0.276538462,1,1,1,0.276538462,0.276538462,0.276538462,1,0.276538462,"jamaica"
29,0.307692308,8.692307692,"full",0.238461538,1,1,1,0.238461538,0.238461538,0.238461538,1,0.238461538,"jamaica"
30,0.273076923,9.076923077,"full",0.200384615,1,1,1,0.200384615,0.200384615,0.200384615,1,0.200384615,"jamaica"
31,0.238461538,9.461538462,"full",0.162307692,1,1,1,0.162307692,0.162307692,0.162307692,1,0.162307692,"jamaica"
32,0.203846154,9.846153846,"full",0.124230769,1,1,1,0.124230769,0.124230769,0.124230769,1,0.124230769,"jamaica"
33,0.169230769,10.23076923,"full",0.086153846,1,1,1,0.086153846,0.086153846,0.086153846,1,0.086153846,"jamaica"
34,0.134615385,10.61538462,"full",0.048076923,1,1,1,0.048076923,0.048076923,0.048076923,1,0.048076923,"jamaica"
35,0.1,11,"full",0.01,1,1,1,0.01,0.01,0.01,1,0.01,"jamaica"
0,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
1,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
2,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
3,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
4,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
5,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
6,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
7,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
8,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
9,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
10,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
11,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
12,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
13,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
14,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
15,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
16,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
17,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
18,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
19,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
20,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
21,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
22,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
23,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
24,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
25,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
26,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
27,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
28,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
29,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
30,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
31,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
32,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
33,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
34,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
35,1,1,"none",1,1,1,1,1,1,1,1,1,"mexico"
0,1,1,"full",1,1,1,1,1,1,1,1,1,"mexico"
1,1,1,"full",1,1,1,1,1,1,1,1,1,"mexico"
2,1,1,"full",1,1,1,1,1,1,1,1,1,"mexico"
3,1,1,"full",1,1,1,1,1,1,1,1,1,"mexico"
4,1,1,"full",1,1,1,1,1,1,1,1,1,"mexico"
5,1,1,"full",1,1,1,1,1,1,1,1,1,"mexico"
6,1,1,"full",1,1,1,1,1,1,1,1,1,"mexico"
7,1,1,"full",1,1,1,1,1,1,1,1,1,"mexico"
8,1,1,"full",1,1,1,1,1,1,1,1,1,"mexico"
9,1,1,"full",1,1,1,1,1,1,1,1,1,"mexico"
10,0.965384615,1.384615385,"full",0.961923077,1,1,1,0.961923077,0.961923077,0.961923077,1,0.961923077,"mexico"
11,0.930769231,1.769230769,"full",0.923846154,1,1,1,0.923846154,0.923846154,0.923846154,1,0.923846154,"mexico"
12,0.896153846,2.153846154,"full",0.885769231,1,1,1,0.885769231,0.885769231,0.885769231,1,0.885769231,"mexico"
13,0.861538462,2.538461538,"full",0.847692308,1,1,1,0.847692308,0.847692308,0.847692308,1,0.847692308,"mexico"
